country,country_code,year,co2_pc,country_code_iso3
Asia,,1844,0.0,
Asia,,1845,0.0,
Asia,,1846,0.0,
Asia,,1847,0.0,
Asia,,1848,0.0,
Asia,,1849,0.0,
Asia,,1850,1.7755536e-05,
Asia,,1851,0.0,
Asia,,1852,0.0,
Asia,,1853,0.0,
Asia,,1854,0.0,
Asia,,1855,5.4349803e-05,
Asia,,1856,0.0,
Asia,,1857,0.0,
Asia,,1858,0.000562305,
Asia,,1859,0.00086622825,
Asia,,1860,0.000901659,
Asia,,1861,0.0007515104,
Asia,,1862,0.0008038955,
Asia,,1863,0.0008834299,
Asia,,1864,0.00085816707,
Asia,,1865,0.0010249394,
Asia,,1866,0.001487503,
Asia,,1867,0.0007845251,
Asia,,1868,0.0006499244,
Asia,,1869,0.00092081283,
Asia,,1870,0.0008324786,
Asia,,1871,0.0011046047,
Asia,,1872,0.0011913183,
Asia,,1873,0.0011356784,
Asia,,1874,0.0019897309,
Asia,,1875,0.0032820506,
Asia,,1876,0.0034002902,
Asia,,1877,0.0034888666,
Asia,,1878,0.0065706633,
Asia,,1879,0.006803454,
Asia,,1880,0.0073939716,
Asia,,1881,0.007548692,
Asia,,1882,0.008134536,
Asia,,1883,0.008943601,
Asia,,1884,0.009575355,
Asia,,1885,0.009922499,
Asia,,1886,0.010529423,
Asia,,1887,0.012102868,
Asia,,1888,0.013379267,
Asia,,1889,0.015648983,
Asia,,1890,0.017035248,
Asia,,1891,0.019324506,
Asia,,1892,0.020425435,
Asia,,1893,0.022707088,
Asia,,1894,0.025184177,
Asia,,1895,0.028980145,
Asia,,1896,0.030733164,
Asia,,1897,0.033263437,
Asia,,1898,0.03961837,
Asia,,1899,0.04173442,
Asia,,1900,0.0472352,
Asia,,1901,0.053730626,
Asia,,1902,0.05553506,
Asia,,1903,0.057932742,
Asia,,1904,0.06466662,
Asia,,1905,0.06534046,
Asia,,1906,0.07236163,
Asia,,1907,0.09935337,
Asia,,1908,0.10754707,
Asia,,1909,0.11000586,
Asia,,1910,0.11077153,
Asia,,1911,0.116914466,
Asia,,1912,0.11804809,
Asia,,1913,0.13440552,
Asia,,1914,0.13878383,
Asia,,1915,0.13177308,
Asia,,1916,0.14348204,
Asia,,1917,0.15393083,
Asia,,1918,0.15736133,
Asia,,1919,0.17176479,
Asia,,1920,0.16289392,
Asia,,1921,0.15834604,
Asia,,1922,0.16586958,
Asia,,1923,0.18098089,
Asia,,1924,0.19237006,
Asia,,1925,0.19291645,
Asia,,1926,0.19449581,
Asia,,1927,0.20889828,
Asia,,1928,0.21753278,
Asia,,1929,0.2244133,
Asia,,1930,0.22206455,
Asia,,1931,0.21206737,
Asia,,1932,0.20998852,
Asia,,1933,0.22802474,
Asia,,1934,0.25575882,
Asia,,1935,0.2755997,
Asia,,1936,0.2943277,
Asia,,1937,0.3081294,
Asia,,1938,0.31207016,
Asia,,1939,0.32788906,
Asia,,1940,0.36602822,
Asia,,1941,0.36846435,
Asia,,1942,0.34242696,
Asia,,1943,0.33510014,
Asia,,1944,0.3337643,
Asia,,1945,0.24729317,
Asia,,1946,0.23661831,
Asia,,1947,0.2835335,
Asia,,1948,0.28443986,
Asia,,1949,0.28081807,
Asia,,1950,0.29264084,
Asia,,1951,0.32592383,
Asia,,1952,0.35405102,
Asia,,1953,0.37090498,
Asia,,1954,0.39751592,
Asia,,1955,0.4427561,
Asia,,1956,0.48061845,
Asia,,1957,0.5287584,
Asia,,1958,0.6971206,
Asia,,1959,0.82496905,
Asia,,1960,0.9091839,
Asia,,1961,0.81073487,
Asia,,1962,0.7654283,
Asia,,1963,0.79059994,
Asia,,1964,0.8155993,
Asia,,1965,0.870726,
Asia,,1966,0.9258574,
Asia,,1967,0.91845953,
Asia,,1968,0.99039394,
Asia,,1969,1.0974275,
Asia,,1970,1.2620577,
Asia,,1971,1.3496083,
Asia,,1972,1.3978751,
Asia,,1973,1.4638795,
Asia,,1974,1.4577299,
Asia,,1975,1.4975369,
Asia,,1976,1.5608472,
Asia,,1977,1.62929,
Asia,,1978,1.6706676,
Asia,,1979,1.7065251,
Asia,,1980,1.6714331,
Asia,,1981,1.6290007,
Asia,,1982,1.6490928,
Asia,,1983,1.6812155,
Asia,,1984,1.7445931,
Asia,,1985,1.8101451,
Asia,,1986,1.8504077,
Asia,,1987,1.8912293,
Asia,,1988,2.0028317,
Asia,,1989,2.032275,
Asia,,1990,2.051197,
Asia,,1991,2.256128,
Asia,,1992,2.1675537,
Asia,,1993,2.2288237,
Asia,,1994,2.2964156,
Asia,,1995,2.367807,
Asia,,1996,2.4286053,
Asia,,1997,2.42777,
Asia,,1998,2.325242,
Asia,,1999,2.4259462,
Asia,,2000,2.490367,
Asia,,2001,2.5061107,
Asia,,2002,2.6080198,
Asia,,2003,2.8328493,
Asia,,2004,2.9632952,
Asia,,2005,3.1425073,
Asia,,2006,3.3130567,
Asia,,2007,3.45139,
Asia,,2008,3.5859144,
Asia,,2009,3.6710896,
Asia,,2010,3.9013112,
Asia,,2011,4.1435094,
Asia,,2012,4.250022,
Asia,,2013,4.2585483,
Asia,,2014,4.2746906,
Asia,,2015,4.2548037,
Asia,,2016,4.2415833,
Asia,,2017,4.3261576,
Asia,,2018,4.41561,
Asia,,2019,4.4992776,
Asia,,2020,4.4149313,
Asia,,2021,4.5623293,
Asia,,2022,4.685265,
Asia,,2023,4.8144717,
Asia,,2024,4.867817,
Asia (excl. China and India),,1750,0.0,
Asia (excl. China and India),,1760,0.0,
Asia (excl. China and India),,1770,0.0,
Asia (excl. China and India),,1780,0.0,
Asia (excl. China and India),,1790,0.0,
Asia (excl. China and India),,1800,0.0,
Asia (excl. China and India),,1801,0.0,
Asia (excl. China and India),,1802,0.0,
Asia (excl. China and India),,1803,0.0,
Asia (excl. China and India),,1804,0.0,
Asia (excl. China and India),,1805,0.0,
Asia (excl. China and India),,1806,0.0,
Asia (excl. China and India),,1807,0.0,
Asia (excl. China and India),,1808,0.0,
Asia (excl. China and India),,1809,0.0,
Asia (excl. China and India),,1810,0.0,
Asia (excl. China and India),,1811,0.0,
Asia (excl. China and India),,1812,0.0,
Asia (excl. China and India),,1813,0.0,
Asia (excl. China and India),,1814,0.0,
Asia (excl. China and India),,1815,0.0,
Asia (excl. China and India),,1816,0.0,
Asia (excl. China and India),,1817,0.0,
Asia (excl. China and India),,1818,0.0,
Asia (excl. China and India),,1819,0.0,
Asia (excl. China and India),,1820,0.0,
Asia (excl. China and India),,1821,0.0,
Asia (excl. China and India),,1822,0.0,
Asia (excl. China and India),,1823,0.0,
Asia (excl. China and India),,1824,0.0,
Asia (excl. China and India),,1825,0.0,
Asia (excl. China and India),,1826,0.0,
Asia (excl. China and India),,1827,0.0,
Asia (excl. China and India),,1828,0.0,
Asia (excl. China and India),,1829,0.0,
Asia (excl. China and India),,1830,1.4263626e-05,
Asia (excl. China and India),,1831,1.704418e-05,
Asia (excl. China and India),,1832,1.1310717e-05,
Asia (excl. China and India),,1833,1.4098235e-05,
Asia (excl. China and India),,1834,0.0,
Asia (excl. China and India),,1835,0.0,
Asia (excl. China and India),,1836,0.0,
Asia (excl. China and India),,1837,0.0,
Asia (excl. China and India),,1838,0.0,
Asia (excl. China and India),,1839,0.0,
Asia (excl. China and India),,1840,0.0,
Asia (excl. China and India),,1841,0.0,
Asia (excl. China and India),,1842,0.0,
Asia (excl. China and India),,1843,0.0,
Asia (excl. China and India),,1844,0.0,
Asia (excl. China and India),,1845,0.0,
Asia (excl. China and India),,1846,0.0,
Asia (excl. China and India),,1847,0.0,
Asia (excl. China and India),,1848,0.0,
Asia (excl. China and India),,1849,0.0,
Asia (excl. China and India),,1850,8.145717e-05,
Asia (excl. China and India),,1851,0.0,
Asia (excl. China and India),,1852,0.0,
Asia (excl. China and India),,1853,0.0,
Asia (excl. China and India),,1854,0.0,
Asia (excl. China and India),,1855,0.00024092595,
Asia (excl. China and India),,1856,0.0,
Asia (excl. China and India),,1857,0.0,
Asia (excl. China and India),,1858,0.00033292585,
Asia (excl. China and India),,1859,0.0003511233,
Asia (excl. China and India),,1860,0.00046108937,
Asia (excl. China and India),,1861,0.00058244396,
Asia (excl. China and India),,1862,0.0005221445,
Asia (excl. China and India),,1863,0.00054322754,
Asia (excl. China and India),,1864,0.0006053152,
Asia (excl. China and India),,1865,0.0013420141,
Asia (excl. China and India),,1866,0.0028637855,
Asia (excl. China and India),,1867,0.0032017,
Asia (excl. China and India),,1868,0.002635326,
Asia (excl. China and India),,1869,0.0037124527,
Asia (excl. China and India),,1870,0.0033394708,
Asia (excl. China and India),,1871,0.004412147,
Asia (excl. China and India),,1872,0.0047411774,
Asia (excl. China and India),,1873,0.004506588,
Asia (excl. China and India),,1874,0.007872827,
Asia (excl. China and India),,1875,0.012947725,
Asia (excl. China and India),,1876,0.013374479,
Asia (excl. China and India),,1877,0.01368375,
Asia (excl. China and India),,1878,0.017374577,
Asia (excl. China and India),,1879,0.01865438,
Asia (excl. China and India),,1880,0.01999864,
Asia (excl. China and India),,1881,0.020813672,
Asia (excl. China and India),,1882,0.02144559,
Asia (excl. China and India),,1883,0.023475828,
Asia (excl. China and India),,1884,0.024624215,
Asia (excl. China and India),,1885,0.027188469,
Asia (excl. China and India),,1886,0.02813464,
Asia (excl. China and India),,1887,0.03287634,
Asia (excl. China and India),,1888,0.036257964,
Asia (excl. China and India),,1889,0.042249013,
Asia (excl. China and India),,1890,0.04572798,
Asia (excl. China and India),,1891,0.05290598,
Asia (excl. China and India),,1892,0.054978114,
Asia (excl. China and India),,1893,0.06222658,
Asia (excl. China and India),,1894,0.07108374,
Asia (excl. China and India),,1895,0.07925892,
Asia (excl. China and India),,1896,0.083279625,
Asia (excl. China and India),,1897,0.08987364,
Asia (excl. China and India),,1898,0.10964874,
Asia (excl. China and India),,1899,0.11348384,
Asia (excl. China and India),,1900,0.12598422,
Asia (excl. China and India),,1901,0.14457482,
Asia (excl. China and India),,1902,0.14569736,
Asia (excl. China and India),,1903,0.15302329,
Asia (excl. China and India),,1904,0.17035578,
Asia (excl. China and India),,1905,0.17108008,
Asia (excl. China and India),,1906,0.18617664,
Asia (excl. China and India),,1907,0.20137385,
Asia (excl. China and India),,1908,0.20904548,
Asia (excl. China and India),,1909,0.21544395,
Asia (excl. China and India),,1910,0.21826899,
Asia (excl. China and India),,1911,0.23726545,
Asia (excl. China and India),,1912,0.25526485,
Asia (excl. China and India),,1913,0.27835667,
Asia (excl. China and India),,1914,0.28543708,
Asia (excl. China and India),,1915,0.261592,
Asia (excl. China and India),,1916,0.2863681,
Asia (excl. China and India),,1917,0.31254172,
Asia (excl. China and India),,1918,0.30251276,
Asia (excl. China and India),,1919,0.33125052,
Asia (excl. China and India),,1920,0.32044682,
Asia (excl. China and India),,1921,0.30226704,
Asia (excl. China and India),,1922,0.32704616,
Asia (excl. China and India),,1923,0.35577267,
Asia (excl. China and India),,1924,0.38002437,
Asia (excl. China and India),,1925,0.39309812,
Asia (excl. China and India),,1926,0.40638435,
Asia (excl. China and India),,1927,0.4431247,
Asia (excl. China and India),,1928,0.47269088,
Asia (excl. China and India),,1929,0.4893678,
Asia (excl. China and India),,1930,0.47640982,
Asia (excl. China and India),,1931,0.44734395,
Asia (excl. China and India),,1932,0.45358217,
Asia (excl. China and India),,1933,0.50524867,
Asia (excl. China and India),,1934,0.5634986,
Asia (excl. China and India),,1935,0.5971704,
Asia (excl. China and India),,1936,0.65372,
Asia (excl. China and India),,1937,0.699537,
Asia (excl. China and India),,1938,0.723952,
Asia (excl. China and India),,1939,0.74342996,
Asia (excl. China and India),,1940,0.81433266,
Asia (excl. China and India),,1941,0.7584772,
Asia (excl. China and India),,1942,0.6392347,
Asia (excl. China and India),,1943,0.6719298,
Asia (excl. China and India),,1944,0.67420644,
Asia (excl. China and India),,1945,0.5023602,
Asia (excl. China and India),,1946,0.5123771,
Asia (excl. China and India),,1947,0.6324431,
Asia (excl. China and India),,1948,0.63641596,
Asia (excl. China and India),,1949,0.5644013,
Asia (excl. China and India),,1950,0.54568404,
Asia (excl. China and India),,1951,0.5928266,
Asia (excl. China and India),,1952,0.62160605,
Asia (excl. China and India),,1953,0.6644215,
Asia (excl. China and India),,1954,0.6898969,
Asia (excl. China and India),,1955,0.76173735,
Asia (excl. China and India),,1956,0.8288428,
Asia (excl. China and India),,1957,0.8884119,
Asia (excl. China and India),,1958,0.9043706,
Asia (excl. China and India),,1959,0.941176,
Asia (excl. China and India),,1960,1.0449638,
Asia (excl. China and India),,1961,1.1398313,
Asia (excl. China and India),,1962,1.1883988,
Asia (excl. China and India),,1963,1.2732557,
Asia (excl. China and India),,1964,1.3666348,
Asia (excl. China and India),,1965,1.462496,
Asia (excl. China and India),,1966,1.5601568,
Asia (excl. China and India),,1967,1.6878158,
Asia (excl. China and India),,1968,1.8407145,
Asia (excl. China and India),,1969,2.0062525,
Asia (excl. China and India),,1970,2.2236977,
Asia (excl. China and India),,1971,2.3568573,
Asia (excl. China and India),,1972,2.4345047,
Asia (excl. China and India),,1973,2.592627,
Asia (excl. China and India),,1974,2.5726445,
Asia (excl. China and India),,1975,2.507907,
Asia (excl. China and India),,1976,2.6491432,
Asia (excl. China and India),,1977,2.7201936,
Asia (excl. China and India),,1978,2.6894908,
Asia (excl. China and India),,1979,2.767616,
Asia (excl. China and India),,1980,2.718274,
Asia (excl. China and India),,1981,2.6267402,
Asia (excl. China and India),,1982,2.5724328,
Asia (excl. China and India),,1983,2.580197,
Asia (excl. China and India),,1984,2.631824,
Asia (excl. China and India),,1985,2.6689975,
Asia (excl. China and India),,1986,2.6951604,
Asia (excl. China and India),,1987,2.686494,
Asia (excl. China and India),,1988,2.8546526,
Asia (excl. China and India),,1989,2.9068036,
Asia (excl. China and India),,1990,2.9574528,
Asia (excl. China and India),,1991,3.4107895,
Asia (excl. China and India),,1992,3.087411,
Asia (excl. China and India),,1993,3.1270235,
Asia (excl. China and India),,1994,3.1766112,
Asia (excl. China and India),,1995,3.1724496,
Asia (excl. China and India),,1996,3.2153924,
Asia (excl. China and India),,1997,3.218057,
Asia (excl. China and India),,1998,3.0860972,
Asia (excl. China and India),,1999,3.1879308,
Asia (excl. China and India),,2000,3.3115041,
Asia (excl. China and India),,2001,3.3252478,
Asia (excl. China and India),,2002,3.35162,
Asia (excl. China and India),,2003,3.4574838,
Asia (excl. China and India),,2004,3.546991,
Asia (excl. China and India),,2005,3.5796034,
Asia (excl. China and India),,2006,3.618115,
Asia (excl. China and India),,2007,3.6529295,
Asia (excl. China and India),,2008,3.6683762,
Asia (excl. China and India),,2009,3.6295755,
Asia (excl. China and India),,2010,3.8012245,
Asia (excl. China and India),,2011,3.8892972,
Asia (excl. China and India),,2012,3.9900553,
Asia (excl. China and India),,2013,3.9393365,
Asia (excl. China and India),,2014,3.93967,
Asia (excl. China and India),,2015,3.9708917,
Asia (excl. China and India),,2016,3.9915485,
Asia (excl. China and India),,2017,4.085178,
Asia (excl. China and India),,2018,4.0822535,
Asia (excl. China and India),,2019,4.134728,
Asia (excl. China and India),,2020,3.9678957,
Asia (excl. China and India),,2021,4.0292544,
Asia (excl. China and India),,2022,4.059062,
Asia (excl. China and India),,2023,4.051308,
Asia (excl. China and India),,2024,4.087244,
Europe,,1750,0.062087886,
Europe,,1760,0.06671059,
Europe,,1770,0.0791657,
Europe,,1780,0.09158702,
Europe,,1790,0.11238109,
Europe,,1800,0.17135876,
Europe,,1801,0.16660747,
Europe,,1802,0.20929188,
Europe,,1803,0.15223475,
Europe,,1804,0.16292503,
Europe,,1805,0.15948178,
Europe,,1806,0.16625623,
Europe,,1807,0.18314849,
Europe,,1808,0.17865463,
Europe,,1809,0.18200651,
Europe,,1810,0.19661516,
Europe,,1811,0.19855747,
Europe,,1812,0.20003302,
Europe,,1813,0.20008662,
Europe,,1814,0.203119,
Europe,,1815,0.20767546,
Europe,,1816,0.21459304,
Europe,,1817,0.23019937,
Europe,,1818,0.23757042,
Europe,,1819,0.23322712,
Europe,,1820,0.22960977,
Europe,,1821,0.2338824,
Europe,,1822,0.24062225,
Europe,,1823,0.24902461,
Europe,,1824,0.2519735,
Europe,,1825,0.26330176,
Europe,,1826,0.26313496,
Europe,,1827,0.27925387,
Europe,,1828,0.28030264,
Europe,,1829,0.27546224,
Europe,,1830,0.3679575,
Europe,,1831,0.34016386,
Europe,,1832,0.32944092,
Europe,,1833,0.32957864,
Europe,,1834,0.35024348,
Europe,,1835,0.3788523,
Europe,,1836,0.41258535,
Europe,,1837,0.40426123,
Europe,,1838,0.40079007,
Europe,,1839,0.41084418,
Europe,,1840,0.4422554,
Europe,,1841,0.45083058,
Europe,,1842,0.4728952,
Europe,,1843,0.47803557,
Europe,,1844,0.5054933,
Europe,,1845,0.5445424,
Europe,,1846,0.54492533,
Europe,,1847,0.58133566,
Europe,,1848,0.58157825,
Europe,,1849,0.61419135,
Europe,,1850,0.64734524,
Europe,,1851,0.63238686,
Europe,,1852,0.651848,
Europe,,1853,0.66990215,
Europe,,1854,0.7895616,
Europe,,1855,0.78406507,
Europe,,1856,0.83227813,
Europe,,1857,0.83197844,
Europe,,1858,0.8373362,
Europe,,1859,0.87676173,
Europe,,1860,0.9633654,
Europe,,1861,1.0198766,
Europe,,1862,1.0278839,
Europe,,1863,1.0745233,
Europe,,1864,1.1509877,
Europe,,1865,1.2235943,
Europe,,1866,1.2551206,
Europe,,1867,1.3051126,
Europe,,1868,1.3096026,
Europe,,1869,1.3611478,
Europe,,1870,1.3700087,
Europe,,1871,1.4490024,
Europe,,1872,1.5526829,
Europe,,1873,1.6208694,
Europe,,1874,1.4911529,
Europe,,1875,1.6321615,
Europe,,1876,1.6569277,
Europe,,1877,1.6400648,
Europe,,1878,1.6442298,
Europe,,1879,1.6837175,
Europe,,1880,1.8788081,
Europe,,1881,1.9133537,
Europe,,1882,1.9627429,
Europe,,1883,2.0574412,
Europe,,1884,2.027836,
Europe,,1885,2.0186574,
Europe,,1886,2.000567,
Europe,,1887,2.0601482,
Europe,,1888,2.1651394,
Europe,,1889,2.2486446,
Europe,,1890,2.3330638,
Europe,,1891,2.395599,
Europe,,1892,2.3393447,
Europe,,1893,2.2553756,
Europe,,1894,2.4276416,
Europe,,1895,2.4714618,
Europe,,1896,2.5627851,
Europe,,1897,2.6675856,
Europe,,1898,2.7299402,
Europe,,1899,2.8832297,
Europe,,1900,2.99826,
Europe,,1901,2.9464014,
Europe,,1902,2.922692,
Europe,,1903,3.0157037,
Europe,,1904,3.0448437,
Europe,,1905,3.10647,
Europe,,1906,3.1772997,
Europe,,1907,3.4888713,
Europe,,1908,3.514344,
Europe,,1909,3.4913185,
Europe,,1910,3.514245,
Europe,,1911,3.577552,
Europe,,1912,3.6962206,
Europe,,1913,3.9913847,
Europe,,1914,3.5452957,
Europe,,1915,3.354157,
Europe,,1916,3.4991796,
Europe,,1917,3.4287016,
Europe,,1918,3.109697,
Europe,,1919,2.6313114,
Europe,,1920,3.060028,
Europe,,1921,2.7832806,
Europe,,1922,3.0779796,
Europe,,1923,2.9186473,
Europe,,1924,3.3405945,
Europe,,1925,3.2808695,
Europe,,1926,2.8001137,
Europe,,1927,3.5375533,
Europe,,1928,3.5281253,
Europe,,1929,3.7990859,
Europe,,1930,3.5716798,
Europe,,1931,3.3101618,
Europe,,1932,3.0562735,
Europe,,1933,3.1267207,
Europe,,1934,3.3976998,
Europe,,1935,3.5414827,
Europe,,1936,3.7335281,
Europe,,1937,4.021243,
Europe,,1938,4.01178,
Europe,,1939,4.0730605,
Europe,,1940,4.311115,
Europe,,1941,4.1366825,
Europe,,1942,3.8281624,
Europe,,1943,3.8459234,
Europe,,1944,3.6388762,
Europe,,1945,2.375934,
Europe,,1946,3.1477296,
Europe,,1947,3.5971165,
Europe,,1948,3.8630939,
Europe,,1949,4.176294,
Europe,,1950,4.3372517,
Europe,,1951,4.7441854,
Europe,,1952,4.852348,
Europe,,1953,4.9439373,
Europe,,1954,5.2089024,
Europe,,1955,5.6156025,
Europe,,1956,5.9247875,
Europe,,1957,6.116099,
Europe,,1958,6.1148453,
Europe,,1959,6.1877055,
Europe,,1960,6.5441074,
Europe,,1961,6.716583,
Europe,,1962,7.019497,
Europe,,1963,7.391823,
Europe,,1964,7.691739,
Europe,,1965,7.8520417,
Europe,,1966,8.058902,
Europe,,1967,8.177298,
Europe,,1968,8.49904,
Europe,,1969,8.899912,
Europe,,1970,9.277016,
Europe,,1971,9.56756,
Europe,,1972,9.84574,
Europe,,1973,10.219973,
Europe,,1974,10.187259,
Europe,,1975,10.192282,
Europe,,1976,10.692213,
Europe,,1977,10.720991,
Europe,,1978,11.00652,
Europe,,1979,11.21337,
Europe,,1980,11.161433,
Europe,,1981,10.704563,
Europe,,1982,10.574784,
Europe,,1983,10.541155,
Europe,,1984,10.570768,
Europe,,1985,10.985475,
Europe,,1986,10.955814,
Europe,,1987,10.936949,
Europe,,1988,10.94191,
Europe,,1989,10.8478,
Europe,,1990,11.093729,
Europe,,1991,10.646457,
Europe,,1992,9.743179,
Europe,,1993,9.342668,
Europe,,1994,8.836869,
Europe,,1995,8.798553,
Europe,,1996,8.866414,
Europe,,1997,8.584204,
Europe,,1998,8.554995,
Europe,,1999,8.447242,
Europe,,2000,8.446089,
Europe,,2001,8.619868,
Europe,,2002,8.56332,
Europe,,2003,8.742216,
Europe,,2004,8.770317,
Europe,,2005,8.772248,
Europe,,2006,8.902524,
Europe,,2007,8.811422,
Europe,,2008,8.7018175,
Europe,,2009,7.988396,
Europe,,2010,8.278616,
Europe,,2011,8.166225,
Europe,,2012,8.092234,
Europe,,2013,7.8675003,
Europe,,2014,7.5443096,
Europe,,2015,7.533763,
Europe,,2016,7.495169,
Europe,,2017,7.5266643,
Europe,,2018,7.4903345,
Europe,,2019,7.245424,
Europe,,2020,6.6967344,
Europe,,2021,7.0246267,
Europe,,2022,6.812951,
Europe,,2023,6.545994,
Europe,,2024,6.541561,
Europe (excl. EU-27),,1750,0.21440296,
Europe (excl. EU-27),,1760,0.22418785,
Europe (excl. EU-27),,1770,0.2596289,
Europe (excl. EU-27),,1780,0.29379404,
Europe (excl. EU-27),,1790,0.35340622,
Europe (excl. EU-27),,1800,0.49470153,
